"","X","text","sentiment","phrase","class","similarity"
"329",329,"Ukraine has not only the support of the American people but the bipartisan support of the United States Congress, including Chernihiv native, Representative Victoria Spartz. https://t.co/DPiTUyHQTY",-0.284237861633301,"pro war","negative",0.154330442310408
"330",330,"Civilian casualties are on the rise
The occupiers in Chernihiv have killed about 400 people, said  Mayor Atroshenko.
There are several hundred wounded residents of the city in hospitals now. 
Europe, please give us weapons! 
We can't defend ourselves with our bare hands!",-0.670281887054443,"dictator defeated","positive",0.195393502382008
"331",331,"Russian tank is burning amid an attack of Ukrainian troops. Somewhere in Chernihiv oblast. https://t.co/HgKoszbLPg",-0.32759153842926,"economic recession","negative",0.129741726754861
"332",332,"“Civilians in Chernihiv have been trapped for days, in a cascading crisis without access to basic services and with no means of escape, all while living under the constant threat of Russian attacks.” - @rich_weir @hrw https://t.co/SO7dVLDiqf",-0.572327315807343,"no access to resources","negative",0.249709962835363
"333",333,"⚡️UK Defence Ministry reports that Russia continues to shell Chernihiv and conduct attacks northwest of Kyiv, despite claiming to decrease hostilities in those areas.

Prior, Chernihiv Mayor said that the city is heavily bombarded by Russia. https://t.co/5AhUDPIZVe",0.0400295257568359,"clear water","positive",0.142927358255047
"334",334,"I find it charmingly naïve that—after the Russians say they will “reduce military operations” around Kiev and Chernihiv—Western observers are absolutely shocked when the Russians *increase* their attacks around those cities.

It’s called war. And like in love, everything’s fair.",-0.0667911171913147,"war","negative",0.179826755823493
"335",335,"Dog called Patron, who works with SES rescuers in Chernihiv, has helped defuse nearly 90 explosive devices since the beginning of the full-scale invasion, he is faithfully performing his professional duties. https://t.co/6GglAmFbLY",0.500178456306458,"good dog","positive",0.267424518429757
"336",336,"Під Черніговом окупанти обстріляли п'ять автобусів, які намагалися проїхати в оточене місто, щоб евакуювати людей. В автобусі перебували лише цивільні волонтери. Унаслідок обстрілу одна людина загинула, ще четверо важко поранені https://t.co/TA3ez7fzeT",-0.0133874416351318,"uncommunicative","negative",0.141146918998405
"337",337,"🚨 Ukrainian army: Sloboda and Lukashevka towns of Chernihiv were recaptured from Russian forces.
#Ukraine #Russia #Zelensky #Putin https://t.co/lGouJM8D4x",-0.176447093486786,"dictator defeated","positive",0.200172836747327
"338",338,"#war
29th day

It's Patron. His nose helps Ukraine 🇺🇦
to snif out explosive devices, 90+ detected for now!

He is only 2 years old, but a big hero! Patron is the mascot of the #Chernihiv pyrotechnicians. 

Isn't he a good boy?

#petsArmy #Ukraine https://t.co/DIDtsVmL3n",0.580826997756958,"good manager","positive",0.232916540620388
"339",339,"Today my colleague, Ukrainian MP Olha Stefanyshyna, lost her husband, Bohdan. He was rescuing people near #Chernihiv when he got under the russian shelling.

Our thoughts today are with Olga and her children.
This war takes our best people. #StopRussianAggression",0.417387008666992,"dictator defeated","positive",0.200648002523319
"340",340,"russian militants shot a column of volunteers near Chernihiv.5 buses came under the fire as they tried to pass into the besieged city to evacuate people. One person was killed,four were seriously injured-Ukrainian Parliamentary Commissioner for Human Rights #RussiaWarCrimes https://t.co/uCf4TDDRIg",-0.0210473537445068,"dictator defeated","positive",0.185508660453638
"341",341,"#Chernihiv is beautiful https://t.co/zM45mdp2Wf",0.776707291603088,"look beautiful","positive",0.335622324280614
"342",342,"The Armed Forces of #Ukraine continue to destroy the enemy on the territory of the entire #Chernihiv region. They did it non-stop, and they don't stop now. The enemy continues to suffer heavy losses. They are demoralized, - OVA head Vyacheslav Chaus
#RussiaUkraineWar https://t.co/z7Oz2ZrTH3",0.010972261428833,"dictator defeated","positive",0.19033123410712
"343",343,"Bohdan's wife @stefanyshyna is a well known advocate for patients' rights in Ukraine. She has helped to save lives of many people in Ukraine with hard diseases. Her husband was saving lives of people in Chernihiv attacked by russian nazis.",0.708507061004639,"humanitarian","positive",0.224506150493353
"344",344,"@ukraine_world ""CAPTURED A RUSSIAN""

The Army of Ukraine have captured a Russian T-72B3 Tank in Nova Basan #Chernihiv Oblast. Spoils https://t.co/16NtZRkgCV",-0.00553226470947266,"dictator defeated","positive",0.180391883211197
"345",345,"During the broadcast with Vladyslav Atroshenko, the mayor of Chernihiv, an explosion was heard live on CNN. Look at the mayor's reaction. He doesn't even have the reflex to hide from the danger, and this shows how Chernihiv is so much used to it.
#StandWithUkraine https://t.co/qeMxOlZ0N0",0.192478656768799,"bad reaction","negative",0.164797920188206
"346",346,"Russia: We will “drastically reduce” military assault in Kyiv and Chernihiv. 

A day later in #Kyiv. https://t.co/JYwg8XR37t",0.0888285636901855,"war","negative",0.151570467471466
"347",347,"Russians started to move part of their units out of Kyiv and Chernihiv region. But that's not a reason to relax as many would want to. The war is in full swing. Putin will not excuse Ukrainians for his humiliation. Putin is a liar and a murderer!",-0.738487213850021,"war","negative",0.195508164076471
"348",348,"Police in #Chernihiv. Support for the communities in every corner of Ukraine. https://t.co/7Ka5A8ox2k",0.400402426719666,"safe community","positive",0.24153664130749
"349",349,"Putin ‘loses another colonel’ as Russian regiment ‘hit while building pontoon bridge’ near Chernihiv - Evening Standard https://t.co/mcjfiXk0Gl",0.394959688186646,"boat sink","negative",0.157875738536945
"350",350,"Russian occupiers destroy #Ukrainian literature and history. Russian militaries withdraw #Ukrainian books from the libraries on the territories of Donetsk, Luhansk, Chernihiv, and Sumy Regions temporarily occupied by Russian aggressors. https://t.co/9f3HF5ZWbZ",-0.663746386766434,"people destroying","negative",0.205425713197304
"351",351,"@KyivIndependent ""INTENSE FIREFIGHT""

Russia's T-72B3 in flames after an intense firefight with the Ukranian Army in #Chernihiv Oblast. Bamboozled https://t.co/HViJcBZe8q",-0.237147092819214,"dictator triumphant","negative",0.223052784178285
"352",352,"Full statement by Russia Minister of Defense Fomin on ""decreasing military activity"" of the occupation army near Kyiv and Chernihiv. These statements are absolute lies intended to win time for strengthening Russian positions!",-0.131265342235565,"propaganda","negative",0.173623037347579
"353",353,"This is Chernihiv now
#warinukraine https://t.co/Jr61eStgCZ",0.550840854644775,"is unhhappy","negative",0.169202722869837
"354",354,"It was a great one - day Cup tournament! #Chernihiv #Futsal 
🇺🇦⚽️💪🏻

15 January 2022 https://t.co/rsru9z8r7S",0.684756755828857,"good game","positive",0.206869629803757
"355",355,"ЗСУ звільнили Лукашівку та Слободу —  повідомляє голова Чернігівської ОДА. Він розповів, що у селах залишилося чимало вибухових «подарунків» від окупантів, але туди нарешті змогли привезти необхідні речі https://t.co/GYsfk6TiHz",-0.451329231262207,"sad I can't get enough","negative",0.14310476621417
"356",356,"Recommended read. Battlefield analysis of the Chernihiv and Sumy fronts.",0.621215462684631,"bad book","negative",0.11815152620822
"357",357,"#Chernihiv today… 🥺💔 #StopWarInUkraine #Ukraine #WARINUKRAINE #WarCrimes #airdefense #BoycottRussia https://t.co/kEk0p1w1a7",-0.161614954471588,"humanitarian","positive",0.173483030791596
"358",358,"🔥Another trophy for our fighters in the Chernihiv region https://t.co/NSTJ0ckjEd",0.479952216148376,"good victorious","positive",0.178179621492247
"359",359,"🚲 Charges phones and repairs faulty devices by rotating the pedals. When the light went out in Chernihiv and fuel became scarce, local Volodymyr Herasimenko found a way to generate electricity from renewable sources. He assembled the generator from an old bicycle https://t.co/SjqjzPq5lC",-0.366893708705902,"broken technology","negative",0.235109198718375
"360",360,"To serve his blood lust Putin has destroyed 90% of the buildings in this city, he has 170,000 besieged civilians surrounded by his evil army who have lived without water, food, and electricity for 3 weeks.

He can fuck off.",-0.406157791614532,"evil dictator","negative",0.250770765629384
"361",361,"Eva Abramovna is 97, a holocaust survival,in Dnipro. In 2014 she organised a small unit in her flat to cook for the local armed forces -she is a widow of the military. Now she explains”Putin wants more, we do not give ours”.She used to watch Russian TV,but now is disgusted by it https://t.co/HfcLG8YFdB",-0.658105760812759,"humanitarian","positive",0.147203548377074
"362",362,"Anya, 7,  escaped from Mariupol with her family. When in Dnipro the lady helping kids suggested to draw “the house and the school” Anya said “my house burnt, my school was demolished”. She drew spring, and a ship with the Ukrainian flag instead. https://t.co/NIuaVRsDgF",-0.178282260894775,"economic recovery","positive",0.148190299380181
"363",363,"“I came to Dnipro from NYC in 1991.Before I thought about democracy as strive for better life,during the Russian war against Ukraine I truly understood democracy –it’s about the right to choose ourselves,not to be suppressed. Here ppl give their lives for it”—rabbi Meyr Stambler https://t.co/0wlfDthDqz",0.680321097373962,"democracy","positive",0.326033598467605
"364",364,"Oleg shows Menora in Dnipro—“the biggest Jewish center” in the world where they now also help refugees from Kharkiv, Mariupol. He stresses “people do not flee to somewhere,but from bombs,airstrikes,and first of all from the Russian world”.He calls “Z” nothing but “half-swastika” https://t.co/phaA7wbQqB",0.443838000297546,"empower good","positive",0.142320069336012
"365",365,".@WHO continue to work around the clock on delivering medical supplies across #Ukraine. 

The main bulk of medicines and equipment shipped in past days, has gone to regions east of Dnipro river – where the need is dire. https://t.co/VTJ7GHueM3",0.0744441747665405,"affordable medicine","positive",0.217895400907133
